/RowName;/Name;/ShortDesc;/LongDesc;/Icon;/ItemClass;/BuildingClass;/VisualObject;/ActionBlueprint_Use;/MaxStackSize;/EquipLocation;/GUICategory;/ArmourValue;/ArmorType;/SoundPhysicalSurface;/WeaponType;/WeaponArcheType;/SoundTransmitterType;/KnockbackResponseWeapon;/WeaponStaminaAttackSingleBasic;/WeaponStaminaAttackSingleSpecial;/WeaponStaminaAttackDualBasic;/WeaponStaminaAttackDualSpecial;/WeaponStaminaHeavyChargedRegenModifier;/WeaponSpeedHeavyChargedModifier;/EncumbranceWeight;/ConeAngle;/ConeMaxDistance;/DamageHealthLight_OnHit;/DamageHealthHeavy_OnHit;/DamageStaminaLight_OnHit;/DamageStaminaHeavy_OnHit;/DamageHealthLight_OnBlock;/DamageHealthHeavy_OnBlock;/DamageStaminaLight_OnBlock;/DamageStaminaHeavy_OnBlock;/HarvestDamage;/WeaponUsage;/MaxAttackReach;/MinAttackReach;/MinAttackDistance;/WeaponEffectWidth;/WeaponEffectHeight;/ItemTier;/ArmorPen;/DamageConcussiveLightOnHit;/DamageConcussiveHeavyOnHit;/DamageConcussiveLightOnBlock;/DamageConcussiveHeavyOnBlock;/DamageTier;/CoolDownTime;/ReuseTime;/SelectionWeight;/KnockbackOffenseBasic;/KnockbackOffenseSpecial;/KnockbackOffenseBasicOnBlock;/KnockbackOffenseSpecialOnBlock;/KnockbackDefense;/VisualStaticMesh;/VisualSkeletalMesh;/VisualDestructibleMesh;/WeaponStatusDefault;/WeaponStatusCurrent;/WeaponStatusDecrement;/PerishRate;/PerishTo;/MaxDurability;/RepairItem1;/RepairItem1_Amount;/RepairItem1_Weight;/RepairItem2;/RepairItem2_Amount;/RepairItem2_Weight;/RepairItem3;/RepairItem3_Amount;/RepairItem3_Weight;/AffectedByDamageTiers;/BuildingPieceScore;/BuildingMaxHealth;/RepairXP;/FirstModifier;/SecondModifier;/ThirdModifier;/FourthModifier;/FoodAmount;/DrinkAmount;/BurnTime;/ItemFlags;/ItemContainerSize;/AvatarType;/DyeColourID;/WarPaintID;/StaminaCostMultiplier;/StaminaClimbingCostMultiplier;/LeavesGhostItem;/DLCPackage;/SpawnTemplateID;/CompatableAmmunitions/0;/CompatableAmmunitions/1;/CompatableAmmunitions/2;/CompatableAmmunitions/3;/CompatableAmmunitions/4;/CompatableAmmunitions/5;/CompatableAmmunitions/6;/CompatableAmmunitions/7;/CompatableAmmunitions/8;/CompatableAmmunitions/9;/CompatableAmmunitions/10;/CompatableAmmunitions/11;/CompatableAmmunitions/12;/CompatableAmmunitions/13;/CompatableAmmunitions/14;/CompatableAmmunitions/15;/CompatableAmmunitions/16;/CompatableAmmunitions/17;/CompatableAmmunitions/18;/CompatableAmmunitions/19;/CompatableAmmunitions/20;/CompatableAmmunitions/21;/CompatableAmmunitions/22;/CompatableAmmunitions/23;/CompatableAmmunitions/24;/CompatableAmmunitions/25;/CompatableAmmunitions/26;/CompatableAmmunitions/27;/CompatableAmmunitions/28;/CompatableAmmunitions/29;/CompatableAmmunitions/30;/CompatableAmmunitions/31;/CompatableAmmunitions/32;/CompatableAmmunitions/33;/CompatableAmmunitions/34
"4189";"NSLOCTEXT("""", ""ItemTable_4189_Name"", ""The Glasser"")";"NSLOCTEXT("""", ""ItemTable_4189_ShortDesc"", ""An improvised bar brawling weapon"")";"NSLOCTEXT("""", ""ItemTable_4189_LongDesc"", ""The favored choice of many mean drunks, these shards can do serious damage when poked into the soft bits of your opponent."")";"/Game/UI/Textures/Icons/icon_broken_wine_bottle.icon_broken_wine_bottle";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Items/Weapons/Dagger_Offhand/BP_dagger_dw.BP_dagger_dw_C";"None";1;8;"Weapon";0;0;0;"Dagger";"TwoHanded";0;FALSE;4;4;0;0;1;35;1.7200000286102295;250;0;49;49;0;0;0;0;0;0;0;33;180;0;0;0;0;3;0.17100000381469727;0;0;0;0;"Default";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/BrawlWeapons/Meshes/SM_broken_wine_bottle.SM_broken_wine_bottle";"None";"/Game/Items/Weapons/BrawlWeapons/Meshes/SM_broken_wine_bottle_DM.SM_broken_wine_bottle_DM";0;0;0;0;0;900;11551;30;1;18061;15;1;11103;1;1;0;0;0;0;"NSLOCTEXT("""", ""ItemTable_4189_FirstModifier"", ""High Grade"")";"NSLOCTEXT("""", ""ItemTable_4189_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_4189_ThirdModifier"", ""Bleed"")";"";0;0;0;65;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"51449";"NSLOCTEXT("""", ""ItemTable_51449_Name"", ""Misha\'s Bite"")";"NSLOCTEXT("""", ""ItemTable_51449_ShortDesc"", ""A pair of dual-bladed daggers"")";"NSLOCTEXT("""", ""ItemTable_51449_LongDesc"", ""<span style=\""italic\"">What is time to us? We stand outside. All things have happened. All things are happening.</> - Unknown\n\nThese daggers were crafted from the fangs of an enormous bear tamed by the nordheimers of Asghard."")";"/Game/UI/Textures/Icons/epic_icon_ThousandBiteDaggers.epic_icon_ThousandBiteDaggers";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Items/Weapons/Dagger_Offhand/BP_dagger_thousandbites.BP_dagger_thousandbites_C";"None";1;8;"Weapon";0;0;0;"Dagger";"TwoHanded";1;FALSE;4;4;0;0;0;1;2.450000047683716;35;250;49;49;0;0;0;0;0;0;0;33;180;0;0;0;0;5;0.1979999989271164;0;0;0;0;"Steel";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Dagger_Offhand/SM_JhebbalSag_skinning_dagger.SM_JhebbalSag_skinning_dagger";"None";"/Game/Items/Weapons/Dagger_Offhand/SM_JhebbalSag_skinning_dagger_DM.SM_JhebbalSag_skinning_dagger_DM";0;0;0;0;0;900;0;0;0;0;0;0;0;0;0;0;0;0;3;"NSLOCTEXT("""", ""ItemTable_51449_FirstModifier"", ""Legendary"")";"NSLOCTEXT("""", ""ItemTable_51449_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_51449_ThirdModifier"", ""Bleed"")";"";0;0;0;65;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"92238";"NSLOCTEXT("""", ""ItemTable_92238_Name"", ""Pristine Khari Daggers"")";"NSLOCTEXT("""", ""ItemTable_92238_ShortDesc"", ""A pair of daggers crafted in the lost art of a dead civilization"")";"NSLOCTEXT("""", ""ItemTable_92238_LongDesc"", ""<span style=\""italic\"">Its composition was something like copper, but much harder, and it was carved with hieroglyphics, like those found on the more ancient menhirs in southern Stygia.</> - The God in the Bowl\n\nHistorians link the rise and eventual fall of the Khari empire to its dominion over the slave trade. In fact, it\'s believed the Khari gained their reputation as master crafters through the careful theft and assimilation of knowledge held by those they enslaved.\n\nWhen the inevitable occurred and slave turned against master, Khari survivors fled west to the desert where they encountered the last remaining vestiges of the serpent people. As devout worshippers of Set, the Khari venerated the serpent folk as living scions of their beloved reptile God and laid the foundations for the kingdom that would later be known as Stygia. What finally befell the Khari and their scaled patrons is lost to time.\n\nDaggers are a weapon used with passion by the untrained and with a cold dispassion by the trained. Unseasoned warriors consider swords the superior weapon - until they come across a master, twin blades flashing as they dash and dart within the reach of their enemies and disembowel them. "")";"/Game/UI/Textures/Icons/Icon_shadow_dagger.Icon_shadow_dagger";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Items/Weapons/Dagger_Offhand/BP_dagger_dw.BP_dagger_dw_C";"None";1;8;"Weapon";0;0;0;"Dagger";"TwoHanded";1;FALSE;4;4;0;0;1;35;2.450000047683716;250;0;49;49;0;0;0;0;0;0;0;33;180;0;0;0;0;1;0.18000000715255737;0;0;0;0;"Iron";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Dagger_Offhand/SM_dagger_shadow.SM_dagger_shadow";"None";"/Game/Items/Weapons/Dagger_Offhand/SM_dagger_shadow_DM.SM_dagger_shadow_DM";0;0;0;0;0;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;"NSLOCTEXT("""", ""ItemTable_92238_FirstModifier"", ""Legendary"")";"NSLOCTEXT("""", ""ItemTable_92238_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_92238_ThirdModifier"", ""Bleed"")";"NSLOCTEXT("""", ""ItemTable_92238_FourthModifier"", ""Bonus Agility and Strength"")";0;0;0;1;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"53998";"NSLOCTEXT("""", ""ItemTable_53998_Name"", ""Dragonbone Daggers"")";"NSLOCTEXT("""", ""ItemTable_53998_ShortDesc"", ""A pair of daggers crafted of exquisite dragonbone"")";"NSLOCTEXT("""", ""ItemTable_53998_LongDesc"", ""<span style=\""italic\"">And their magicians made a terrible magic to guard the city; for by their necromantic arts they re-created the dragons which had once dwelt in this lost land, and whose monstrous bones they found in the forest. Those bones they clothed in flesh and life, and the living beasts walked the earth as they walked it when time was young.</> - Red Nails\n\nThrough the long passage of eons, rumors of dragons have always been passed down from generation to generation, and the legacy of these fearsome creatures grows with each telling."")";"/Game/UI/Textures/Icons/icon_dragonhorn_dagger.icon_dragonhorn_dagger";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Items/Weapons/Dagger_Offhand/BP_dagger_dw.BP_dagger_dw_C";"None";1;8;"Weapon";0;0;9;"Dagger";"TwoHanded";1;FALSE;6;5;0;0;0;1;4.900000095367432;35;250;50;50;0;0;0;0;0;0;0;33;180;0;0;0;0;4;0.18000000715255737;0;0;0;0;"Steel";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Dagger_Offhand/SM_undead_dragon_horn_dagger.SM_undead_dragon_horn_dagger";"None";"/Game/Items/Weapons/Dagger_Offhand/SM_undead_dragon_horn_dagger_DM.SM_undead_dragon_horn_dagger_DM";0;0;0;0;0;480;0;0;0;0;0;0;10022;4;1;0;0;0;126;"NSLOCTEXT("""", ""ItemTable_53998_FirstModifier"", ""High Grade"")";"NSLOCTEXT("""", ""ItemTable_53998_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_53998_ThirdModifier"", ""Bleed"")";"";0;0;0;65;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"51473";"NSLOCTEXT("""", ""ItemTable_51473_Name"", ""Bestial Claws"")";"NSLOCTEXT("""", ""ItemTable_51473_ShortDesc"", ""Claws that unleash the rage of the beast"")";"NSLOCTEXT("""", ""ItemTable_51473_LongDesc"", ""<span style=\""italic\"">A man from the Tauran couldn\'t mistake the mark of a panther\'s claws. No. It\'s a forest devil summoned by Zogar Sag to carry out his revenge.</> - Beyond the Black River\n\nWith these equipped, the world takes on a red tinge. The power of Jhebbal Sag surges and the beast takes control.\n\nWith these equipped, new combinations of moves unlock and a warrior becomes a feral beast in combat."")";"/Game/UI/Textures/Icons/icon_glove_wolf.icon_glove_wolf";"/Game/Items/BPGameItemWeapon_WerewolfClaws.BPGameItemWeapon_WerewolfClaws_C";"None";"/Game/Items/Weapons/Claws/claws2h_werewolf_player.claws2h_werewolf_player_C";"None";1;8;"Weapon";0;0;0;"Dagger";"TwoHanded";19;FALSE;8;10;0;0;0;1;2.450000047683716;35;250;50;50;0;0;0;0;0;0;0;33;180;0;0;0;0;5;0.1889999955892563;0;0;0;0;"Steel";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Claws/SM_glove_wolf.SM_glove_wolf";"None";"/Game/Items/Weapons/Claws/SM_glove_wolf_DM.SM_glove_wolf_DM";0;0;0;0;0;900;0;0;0;0;0;0;0;0;0;0;0;0;3;"NSLOCTEXT("""", ""ItemTable_51473_FirstModifier"", ""Legendary"")";"NSLOCTEXT("""", ""ItemTable_51473_SecondModifier"", ""Weapon"")";"";"";0;0;0;1;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"51468";"NSLOCTEXT("""", ""ItemTable_51468_Name"", ""Claws of Jhebbal Sag"")";"NSLOCTEXT("""", ""ItemTable_51468_ShortDesc"", ""Claws that unleash the rage of the beast"")";"NSLOCTEXT("""", ""ItemTable_51468_LongDesc"", ""<span style=\""italic\"">A man from the Tauran couldn\'t mistake the mark of a panther\'s claws. No. It\'s a forest devil summoned by Zogar Sag to carry out his revenge.</> - Beyond the Black River\n\nWith these equipped, the world takes on a red tinge. The power of Jhebbal Sag surges and the beast takes control.\n\nWith these equipped, new combinations of moves unlock and a warrior becomes a feral beast in combat."")";"/Game/UI/Textures/Icons/icon_glove_wolf.icon_glove_wolf";"/Game/Items/BPGameItemWeapon_WerewolfClaws.BPGameItemWeapon_WerewolfClaws_C";"None";"/Game/Items/Weapons/Claws/claws2h_werewolf_player.claws2h_werewolf_player_C";"None";1;8;"Weapon";0;0;0;"Dagger";"TwoHanded";19;FALSE;8;10;0;0;0;1;2.450000047683716;35;250;50;50;0;0;0;0;0;0;0;33;180;0;0;0;0;5;0.1889999955892563;0;0;0;0;"Steel";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Claws/SM_glove_wolf.SM_glove_wolf";"None";"/Game/Items/Weapons/Claws/SM_glove_wolf_DM.SM_glove_wolf_DM";0;0;0;0.833329975605011;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;18112;"NSLOCTEXT("""", ""ItemTable_51468_FirstModifier"", ""High Grade"")";"NSLOCTEXT("""", ""ItemTable_51468_SecondModifier"", ""Weapon"")";"";"";0;0;0;1;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"51450";"NSLOCTEXT("""", ""ItemTable_51450_Name"", ""Daggers of a Thousand Bites"")";"NSLOCTEXT("""", ""ItemTable_51450_ShortDesc"", ""A pair of dual-bladed daggers"")";"NSLOCTEXT("""", ""ItemTable_51450_LongDesc"", ""<span style=\""italic\"">What is time to us? We stand outside. All things have happened. All things are happening.</> - Unknown\n\nThese ceremonial daggers were taken from the corpse of Hoshun the Fang. The inscription on the daggers tell the story of his life - from growing up as a frail child in the streets of Sepermeru to growing up to become a family man, only to lose his children to the Reaping Storm, sacrificing his very soul to Set in order to keep his true love alive but ultimately losing her to a sandstorm. Hoshun was a good man. Was. Now, he is a pile of bones and dead flesh. All that is left are these daggers. Congratulations.\n\nLight attacks with these daggers seem to take no effort, but heavy attacks seem to weary the wielder even more."")";"/Game/UI/Textures/Icons/epic_icon_MishasBite.epic_icon_MishasBite";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Items/Weapons/Dagger_Offhand/BP_dagger_thousandbites.BP_dagger_thousandbites_C";"None";1;8;"Weapon";0;0;0;"Dagger";"TwoHanded";1;FALSE;3;8;0;0;0;1;2.450000047683716;35;250;50;50;0;0;0;0;0;0;0;33;180;0;0;0;0;5;0.1889999955892563;0;0;0;0;"Steel";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Dagger_Offhand/SM_legendary_dagger_04.SM_legendary_dagger_04";"None";"/Game/Items/Weapons/Dagger_Offhand/SM_legendary_dagger_04_DM.SM_legendary_dagger_04_DM";0;0;0;0;0;900;0;0;0;0;0;0;0;0;0;0;0;0;3;"NSLOCTEXT("""", ""ItemTable_51450_FirstModifier"", ""Legendary"")";"NSLOCTEXT("""", ""ItemTable_51450_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_51450_ThirdModifier"", ""Bleed"")";"";0;0;0;65;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"51393";"NSLOCTEXT("""", ""ItemTable_51393_Name"", ""Set\'s Tongue"")";"NSLOCTEXT("""", ""ItemTable_51393_ShortDesc"", ""A pair of daggers from the collection of the Priest King"")";"NSLOCTEXT("""", ""ItemTable_51393_LongDesc"", ""A religious item inscribed with holy runes, this relic was wrested from the undead hands of the Priest King\'s shade. These daggers draw venom from the veins of the wielder periodically."")";"/Game/UI/Textures/Icons/epic_icon_envenomed_dagger.epic_icon_envenomed_dagger";"/Game/Items/BPGameItemWeapon_Cleansing.BPGameItemWeapon_Cleansing_C";"None";"/Game/Items/Weapons/Dagger_Offhand/BP_dagger_dw.BP_dagger_dw_C";"None";1;8;"Weapon";0;0;9;"Dagger";"TwoHanded";1;FALSE;4;4;0;0;0;1;2.450000047683716;35;250;50;50;0;0;0;0;0;0;0;33;180;0;0;0;0;4;0.1889999955892563;0;0;0;0;"Iron";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Dagger_Offhand/SM_envenomed_dagger.SM_envenomed_dagger";"None";"/Game/Items/Weapons/Dagger_Offhand/SM_envenomed_dagger_DM.SM_envenomed_dagger_DM";0;0;0;0;0;900;0;0;0;0;0;0;0;0;0;0;0;0;3;"NSLOCTEXT("""", ""ItemTable_51393_FirstModifier"", ""Legendary"")";"NSLOCTEXT("""", ""ItemTable_51393_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_51393_ThirdModifier"", ""Bleed"")";"NSLOCTEXT("""", ""ItemTable_51393_FourthModifier"", ""Cleansing"")";0;0;0;65;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19616";"NSLOCTEXT("""", ""ItemTable_19616_Name"", ""Daggers of Dagon"")";"NSLOCTEXT("""", ""ItemTable_19616_ShortDesc"", ""A dagger of ancient design"")";"NSLOCTEXT("""", ""ItemTable_19616_LongDesc"", ""This dagger was made to function similar to how a shark\'s bite works - it rips and shreds rather than cuts the flesh and causes tremendous wounds when doing so."")";"/Game/UI/Textures/Icons/epic_icon_DaggersOfDagon.epic_icon_DaggersOfDagon";"/Game/Items/NpcWeapons/BPGameItemWeapon_GenericCripple.BPGameItemWeapon_GenericCripple_C";"None";"/Game/Items/Weapons/Dagger_Offhand/BP_dagger_dw.BP_dagger_dw_C";"None";1;8;"Weapon";0;0;9;"Dagger";"TwoHanded";1;FALSE;4;4;0;0;0;1;2.450000047683716;35;250;52;52;0;0;0;0;0;0;0;33;180;0;0;0;0;3;0.18000000715255737;0;0;0;0;"Steel";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Dagger_Offhand/SM_dagon_fish_dagger.SM_dagon_fish_dagger";"None";"/Game/Items/Weapons/Dagger_Offhand/SM_dagon_fish_dagger_DM.SM_dagon_fish_dagger_DM";0;0;0;0;0;900;0;0;0;18061;15;1;19600;4;1;0;0;0;9441;"NSLOCTEXT("""", ""ItemTable_19616_FirstModifier"", ""Legendary"")";"NSLOCTEXT("""", ""ItemTable_19616_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_19616_ThirdModifier"", ""Bleed"")";"NSLOCTEXT("""", ""ItemTable_19616_FourthModifier"", ""Cripple"")";0;0;0;65;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"53712";"NSLOCTEXT("""", ""ItemTable_53712_Name"", ""Severed Arm"")";"NSLOCTEXT("""", ""ItemTable_53712_ShortDesc"", ""A severed human arm"")";"NSLOCTEXT("""", ""ItemTable_53712_LongDesc"", ""<span style=\""italic\"">Conan rose, still smiling, as if to reach into a near-by cooking pot; then quick as a cat he struck Aja a terrible blow with the heavy bone. The Bakalah war-chief slumped over, his skull crushed in, and instantly a frightful yell rent the skies as the Bamulas went into action like blood-mad panthers.</> - The Vale of Lost Women\n\nOnce, this limb belonged to a dangerous criminal, but now he can be considered \'armless. It looks like a left arm though, so he is all right. He can stump his enemies by pretending to surrender. Still, this entire incident has made him half as handy as he used to be. \nAt least from now on you\'ll be well armed."")";"/Game/UI/Textures/Icons/icon_severed_arm.icon_severed_arm";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Items/Weapons/Club/BP_club_1h.BP_club_1h_C";"None";1;1;"Weapon";0;0;0;"Mace";"OneHanded";12;FALSE;4;6;0;0;0;0;3.640000104904175;0;0;38;38;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.24300000071525574;0;0;0;0;"Stone";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Sword1h/SM_arm_sword.SM_arm_sword";"None";"/Game/Items/Weapons/Sword1h/SM_arm_sword_DM.SM_arm_sword_DM";0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;"NSLOCTEXT("""", ""ItemTable_53712_FirstModifier"", ""Low Grade"")";"NSLOCTEXT("""", ""ItemTable_53712_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_53712_ThirdModifier"", ""Sunder"")";"";0;0;0;65;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"51301";"NSLOCTEXT("""", ""ItemTable_51301_Name"", ""Stone Club"")";"NSLOCTEXT("""", ""ItemTable_51301_ShortDesc"", ""A lump of stone on a stick"")";"NSLOCTEXT("""", ""ItemTable_51301_LongDesc"", ""<span style=\""italic\""> She saw clubs swing and descend with brutal force on kinky heads. Brands were kicked out of the fires, scattering sparks; hut-thatches smoldered and blazed up.</> - The Vale of Lost Women\n\nA simple arrangement of sticks and stones equally useful for bashing in skulls and breaking bones.\n\nYoggites believe that rending the flesh of their sacrifices causes great offence to their god. Thus they favour blunt weapons when capturing sacrifices to be dragged screaming to their flesh pits. \n\nThough stone itself can survive for aeons, the bindings on any stone weapon have little chance of lasting through more than a single battle."")";"/Game/UI/Textures/Icons/icon_stone_club-1.icon_stone_club-1";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Items/Weapons/Club/BP_club_1h.BP_club_1h_C";"None";1;1;"Weapon";0;0;8;"Mace";"OneHanded";12;FALSE;4;6;0;0;0;1;3.640000104904175;35;250;38;38;0;0;0;0;0;0;0;33;180;0;0;0;0;1;0.24300000071525574;0;0;0;0;"Stone";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Club/SM_1h_cudgel_primal1.SM_1h_cudgel_primal1";"None";"/Game/Items/Weapons/Club/SM_1h_cudgel_primal1_DM.SM_1h_cudgel_primal1_DM";0;0;0;0;0;220;0;0;0;10001;15;1;0;0;0;0;0;0;37;"NSLOCTEXT("""", ""ItemTable_51301_FirstModifier"", ""Low Grade"")";"NSLOCTEXT("""", ""ItemTable_51301_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_51301_ThirdModifier"", ""Shieldsmash"")";"";0;0;0;65;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"51186";"NSLOCTEXT("""", ""ItemTable_51186_Name"", ""Flanged Iron Mace"")";"NSLOCTEXT("""", ""ItemTable_51186_ShortDesc"", ""A mace of unadorned iron"")";"NSLOCTEXT("""", ""ItemTable_51186_LongDesc"", ""<span style=\""italic\""> Across the sea of heads and spears Conan\'s madmen saw Amalric\'s riders forging steadily through the rout, to the rise and fall of axes and maces, and a mad joy of victory exalted each man\'s heart and made his arm steel.</> - Black Colossus\n\nA refinement of the primitive clubs swung by god-fearing savages in the wild places of the world, the mace has found its place in a world of armored figures.\n\nCapable of shattering bones through armor and crumpling helmets, the mace is a preferred weapon against heavily armored foes. It bears no makers-mark and is made of untreated iron."")";"/Game/UI/Textures/Icons/icon_iron_mace.icon_iron_mace";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Items/Weapons/Club/BP_club_1h.BP_club_1h_C";"None";1;1;"Weapon";0;0;0;"Mace";"OneHanded";13;FALSE;4;6;0;0;0;1;4.099999904632568;35;250;39;39;0;0;0;0;0;0;0;33;180;0;0;0;0;2;0.24300000071525574;0;0;0;0;"Iron";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Club/SM_iron_mace.SM_iron_mace";"None";"/Game/Items/Weapons/Club/SM_iron_mace_DM.SM_iron_mace_DM";0;0;0;0;0;660;11501;15;1;0;0;0;0;0;0;0;0;0;135;"NSLOCTEXT("""", ""ItemTable_51186_FirstModifier"", ""Mid Grade"")";"NSLOCTEXT("""", ""ItemTable_51186_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_51186_ThirdModifier"", ""Shieldsmash"")";"";0;0;0;65;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"51187";"NSLOCTEXT("""", ""ItemTable_51187_Name"", ""Exceptional Flanged Iron Mace"")";"NSLOCTEXT("""", ""ItemTable_51187_ShortDesc"", ""A mace of unadorned iron"")";"NSLOCTEXT("""", ""ItemTable_51187_LongDesc"", ""<span style=\""italic\""> Across the sea of heads and spears Conan\'s madmen saw Amalric\'s riders forging steadily through the rout, to the rise and fall of axes and maces, and a mad joy of victory exalted each man\'s heart and made his arm steel.</> - Black Colossus\n\nA refinement of the primitive clubs swung by god-fearing savages in the wild places of the world, the mace has found its place in a world of armored figures.\n\nCapable of shattering bones through armor and crumpling helmets, the mace is a preferred weapon against heavily armored foes. It bears no makers-mark and is made of untreated iron."")";"/Game/UI/Textures/Icons/icon_iron_mace.icon_iron_mace";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Items/Weapons/Club/BP_club_1h.BP_club_1h_C";"None";1;1;"Weapon";0;0;0;"Mace";"OneHanded";13;FALSE;4;6;0;0;0;1;3.869999885559082;35;250;41;41;0;0;0;0;0;0;0;33;180;0;0;0;0;2;0.2565000057220459;0;0;0;0;"Iron";0;0;0;10;10;0;0;0;"/Game/Items/Weapons/Club/SM_iron_mace.SM_iron_mace";"None";"/Game/Items/Weapons/Club/SM_iron_mace_DM.SM_iron_mace_DM";0;0;0;0;0;715;11501;17;1;0;0;0;0;0;0;0;0;0;150;"NSLOCTEXT("""", ""ItemTable_51187_FirstModifier"", ""Mid Grade Exceptional"")";"NSLOCTEXT("""", ""ItemTable_51187_SecondModifier"", ""Weapon"")";"NSLOCTEXT("""", ""ItemTable_51187_ThirdModifier"", ""Shieldsmash"")";"";0;0;0;65;0;"None";-1;-1;1;1;FALSE;"None";"None";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
