/RowName;/Name;/ShortDesc;/LongDesc;/Icon;/ItemClass;/BuildingClass;/VisualObject;/ActionBlueprint_Use;/MaxStackSize;/EquipLocation;/GUICategory;/ArmourValue;/ArmorType;/SoundPhysicalSurface;/WeaponType;/WeaponArcheType;/SoundTransmitterType;/KnockbackResponseWeapon;/WeaponStaminaAttackSingleBasic;/WeaponStaminaAttackSingleSpecial;/WeaponStaminaAttackDualBasic;/WeaponStaminaAttackDualSpecial;/WeaponStaminaHeavyChargedRegenModifier;/WeaponSpeedHeavyChargedModifier;/EncumbranceWeight;/ConeAngle;/ConeMaxDistance;/DamageHealthLight_OnHit;/DamageHealthHeavy_OnHit;/DamageStaminaLight_OnHit;/DamageStaminaHeavy_OnHit;/DamageHealthLight_OnBlock;/DamageHealthHeavy_OnBlock;/DamageStaminaLight_OnBlock;/DamageStaminaHeavy_OnBlock;/HarvestDamage;/WeaponUsage;/MaxAttackReach;/MinAttackReach;/MinAttackDistance;/WeaponEffectWidth;/WeaponEffectHeight;/ItemTier;/ArmorPen;/DamageConcussiveLightOnHit;/DamageConcussiveHeavyOnHit;/DamageConcussiveLightOnBlock;/DamageConcussiveHeavyOnBlock;/DamageTier;/CoolDownTime;/ReuseTime;/SelectionWeight;/KnockbackOffenseBasic;/KnockbackOffenseSpecial;/KnockbackOffenseBasicOnBlock;/KnockbackOffenseSpecialOnBlock;/KnockbackDefense;/VisualStaticMesh;/VisualSkeletalMesh;/VisualDestructibleMesh;/WeaponStatusDefault;/WeaponStatusCurrent;/WeaponStatusDecrement;/PerishRate;/PerishTo;/MaxDurability;/RepairItem1;/RepairItem1_Amount;/RepairItem1_Weight;/RepairItem2;/RepairItem2_Amount;/RepairItem2_Weight;/RepairItem3;/RepairItem3_Amount;/RepairItem3_Weight;/AffectedByDamageTiers;/BuildingPieceScore;/BuildingMaxHealth;/RepairXP;/FirstModifier;/SecondModifier;/ThirdModifier;/FourthModifier;/FoodAmount;/DrinkAmount;/BurnTime;/ItemFlags;/ItemContainerSize;/AvatarType;/DyeColourID;/WarPaintID;/StaminaCostMultiplier;/StaminaClimbingCostMultiplier;/LeavesGhostItem;/DLCPackage;/SpawnTemplateID
"52537";"NSLOCTEXT("""", ""ItemTable_52537_Name"", ""Exceptional Relic Hunter Gloves"")";"NSLOCTEXT("""", ""ItemTable_52537_ShortDesc"", ""A set of sturdy gloves for handling relics"")";"NSLOCTEXT("""", ""ItemTable_52537_LongDesc"", ""<span style=\""italic\"">He was a far traveler and had looted the treasures of many kingdoms. But now he hesitated and shuddered before the highest adventure and the mightiest treasure of all.</> - Black Colossus\n\nToo many foolish souls have lost life, limb and sanity to the effects of handling the relics of the ancient world. These gloves were created with to deal with that specific problem of adventuring.\n\nSturdy enough to protect the wrists and hands against hidden needles or snakebites, durable enough to protect the skin against corrosive magics and sudden fires and comfortable enough to wear while jamming a hand into a sarcophagus.\n\nThey aren\'t particularly good against sharp weapons, however."")";"/Game/UI/Textures/Icons/icon_relic_hunter_gloves.icon_relic_hunter_gloves";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;5;"Armor";8;10;0;"None";"None";0;FALSE;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;380;0;0;0;12513;7;1;0;0;0;0;0;0;160;"NSLOCTEXT("""", ""ItemTable_52537_FirstModifier"", ""Mid Grade Exceptional"")";"NSLOCTEXT("""", ""ItemTable_52537_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52537_ThirdModifier"", ""Light"")";"NSLOCTEXT("""", ""ItemTable_52537_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0;0;FALSE;"None";"None"
"52538";"NSLOCTEXT("""", ""ItemTable_52538_Name"", ""Exceptional Relic Hunter Trousers"")";"NSLOCTEXT("""", ""ItemTable_52538_ShortDesc"", ""Practical canvas pants for exploring"")";"NSLOCTEXT("""", ""ItemTable_52538_LongDesc"", ""<span style=\""italic\"">He was a far traveler and had looted the treasures of many kingdoms. But now he hesitated and shuddered before the highest adventure and the mightiest treasure of all.</> - Black Colossus\n\nThe Relic Hunters of the Exiled Lands are a curious mix of mercenaries, thieves and desperate fools. They were the original group in the Exiled Lands, exhorted to come in search of great treasures in the ruins that dot the area.\n\nThe price of their admission was to wear a bracelet that ensured they could not run off with the treasures that they found.\n\nThese pants, made of sturdy canvas, will keep the legs protected against stinging sands while allowing full freedom to leap over traps, canyons and short enemies."")";"/Game/UI/Textures/Icons/icon_relic_hunter_bottom.icon_relic_hunter_bottom";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;6;"Armor";21;10;0;"None";"None";0;FALSE;0;0;0;0;0;0;3.740000009536743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;565;0;0;0;12513;10;1;0;0;0;0;0;0;160;"NSLOCTEXT("""", ""ItemTable_52538_FirstModifier"", ""Mid Grade Exceptional"")";"NSLOCTEXT("""", ""ItemTable_52538_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52538_ThirdModifier"", ""Light"")";"NSLOCTEXT("""", ""ItemTable_52538_FourthModifier"", ""Bonus Encumbrance"")";0;0;0;65;0;"None";-1;-1;0;0;FALSE;"None";"None"
"52539";"NSLOCTEXT("""", ""ItemTable_52539_Name"", ""Exceptional Relic Hunter Boots"")";"NSLOCTEXT("""", ""ItemTable_52539_ShortDesc"", ""A set of boots design for exploring ruins"")";"NSLOCTEXT("""", ""ItemTable_52539_LongDesc"", ""<span style=\""italic\"">He was a far traveler and had looted the treasures of many kingdoms. But now he hesitated and shuddered before the highest adventure and the mightiest treasure of all.</> - Black Colossus\n\nWhen the Relic Hunters first arrived in the Exiled Lands, they were given sandals and flat-soled shoes. It is not known how many Relic Hunters died with their toes wedged into a gap between flagstones while an ancient horror bore down upon their prone body.\n\nSince those early days, the Relic Hunters have moved to a style of boot favoured in Shem - curled toes to avoid catching on cracks when sprinting, supple leather to allow maximum freedom of movement and high cuffs to tuck into pants and prevent the accumulation of sand.\n\nThey aren\'t particularly good against sharp weapons, however."")";"/Game/UI/Textures/Icons/icon_relic_hunter_boots.icon_relic_hunter_boots";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;7;"Armor";8;10;0;"None";"None";0;FALSE;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;380;0;0;0;12513;7;1;0;0;0;0;0;0;160;"NSLOCTEXT("""", ""ItemTable_52539_FirstModifier"", ""Mid Grade Exceptional"")";"NSLOCTEXT("""", ""ItemTable_52539_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52539_ThirdModifier"", ""Light"")";"NSLOCTEXT("""", ""ItemTable_52539_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0;0;FALSE;"None";"None"
"52541";"NSLOCTEXT("""", ""ItemTable_52541_Name"", ""Relic Hunter Turban"")";"NSLOCTEXT("""", ""ItemTable_52541_ShortDesc"", ""A turban designed to protect the head from the elements"")";"NSLOCTEXT("""", ""ItemTable_52541_LongDesc"", ""<span style=\""italic\"">He was a far traveler and had looted the treasures of many kingdoms. But now he hesitated and shuddered before the highest adventure and the mightiest treasure of all.</> - Black Colossus\n\nThe Relic Hunters of the Exiled Lands are a curious mix of mercenaries, thieves and desperate fools. They were the original group in the Exiled Lands, exhorted to come in search of great treasures in the ruins that dot the area.\n\nThe price of their admission was to wear a bracelet that ensured they could not run off with the treasures that they found.\n\nThis turban has been refined in the time that they have spent in the Exiled Lands, offering comfort against the warm weather of the region and limited protection against the scouring sands."")";"/Game/UI/Textures/Icons/icon_relic_hunter_helmet.icon_relic_hunter_helmet";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;3;"Armor";11;10;0;"None";"None";0;FALSE;0;0;0;0;0;0;3.1500000953674316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;335;0;0;0;12513;5;1;0;0;0;0;0;0;92;"NSLOCTEXT("""", ""ItemTable_52541_FirstModifier"", ""Mid Grade"")";"NSLOCTEXT("""", ""ItemTable_52541_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52541_ThirdModifier"", ""Light"")";"NSLOCTEXT("""", ""ItemTable_52541_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0;0;FALSE;"None";"None"
"52542";"NSLOCTEXT("""", ""ItemTable_52542_Name"", ""Relic Hunter Shirt"")";"NSLOCTEXT("""", ""ItemTable_52542_ShortDesc"", ""A loose shirt favoured by relic hunters"")";"NSLOCTEXT("""", ""ItemTable_52542_LongDesc"", ""<span style=\""italic\"">He was a far traveler and had looted the treasures of many kingdoms. But now he hesitated and shuddered before the highest adventure and the mightiest treasure of all.</> - Black Colossus\n\nThe Relic Hunters of the Exiled Lands are a curious mix of mercenaries, thieves and desperate fools. They were the original group in the Exiled Lands, exhorted to come in search of great treasures in the ruins that dot the area.\n\nThe price of their admission was to wear a bracelet that ensured they could not run off with the treasures that they found.\n\nStill scavengers at heart, this shirt is paired with a small leather sack for storing any treasure that a relic hunter might stumble across while exploring the Exiled Lands."")";"/Game/UI/Textures/Icons/icon_relic_hunter_shirt.icon_relic_hunter_shirt";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;4;"Armor";20;10;0;"None";"None";0;FALSE;0;0;0;0;0;0;5.510000228881836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;505;0;0;0;12513;10;1;0;0;0;0;0;0;180;"NSLOCTEXT("""", ""ItemTable_52542_FirstModifier"", ""Mid Grade"")";"NSLOCTEXT("""", ""ItemTable_52542_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52542_ThirdModifier"", ""Light"")";"NSLOCTEXT("""", ""ItemTable_52542_FourthModifier"", ""Bonus Encumbrance"")";0;0;0;65;0;"None";-1;-1;0;0;FALSE;"None";"None"
"52543";"NSLOCTEXT("""", ""ItemTable_52543_Name"", ""Relic Hunter Gloves"")";"NSLOCTEXT("""", ""ItemTable_52543_ShortDesc"", ""A set of sturdy gloves for handling relics"")";"NSLOCTEXT("""", ""ItemTable_52543_LongDesc"", ""<span style=\""italic\"">He was a far traveler and had looted the treasures of many kingdoms. But now he hesitated and shuddered before the highest adventure and the mightiest treasure of all.</> - Black Colossus\n\nToo many foolish souls have lost life, limb and sanity to the effects of handling the relics of the ancient world. These gloves were created with to deal with that specific problem of adventuring.\n\nSturdy enough to protect the wrists and hands against hidden needles or snakebites, durable enough to protect the skin against corrosive magics and sudden fires and comfortable enough to wear while jamming a hand into a sarcophagus.\n\nThey aren\'t particularly good against sharp weapons, however."")";"/Game/UI/Textures/Icons/icon_relic_hunter_gloves.icon_relic_hunter_gloves";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;5;"Armor";6;10;0;"None";"None";0;FALSE;0;0;0;0;0;0;1.5800000429153442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;335;0;0;0;12513;5;1;0;0;0;0;0;0;144;"NSLOCTEXT("""", ""ItemTable_52543_FirstModifier"", ""Mid Grade"")";"NSLOCTEXT("""", ""ItemTable_52543_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52543_ThirdModifier"", ""Light"")";"NSLOCTEXT("""", ""ItemTable_52543_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0;0;FALSE;"None";"None"
"52544";"NSLOCTEXT("""", ""ItemTable_52544_Name"", ""Relic Hunter Trousers"")";"NSLOCTEXT("""", ""ItemTable_52544_ShortDesc"", ""Practical canvas pants for exploring"")";"NSLOCTEXT("""", ""ItemTable_52544_LongDesc"", ""<span style=\""italic\"">He was a far traveler and had looted the treasures of many kingdoms. But now he hesitated and shuddered before the highest adventure and the mightiest treasure of all.</> - Black Colossus\n\nThe Relic Hunters of the Exiled Lands are a curious mix of mercenaries, thieves and desperate fools. They were the original group in the Exiled Lands, exhorted to come in search of great treasures in the ruins that dot the area.\n\nThe price of their admission was to wear a bracelet that ensured they could not run off with the treasures that they found.\n\nThese pants, made of sturdy canvas, will keep the legs protected against stinging sands while allowing full freedom to leap over traps, canyons and short enemies."")";"/Game/UI/Textures/Icons/icon_relic_hunter_bottom.icon_relic_hunter_bottom";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;6;"Armor";14;10;0;"None";"None";0;FALSE;0;0;0;0;0;0;3.940000057220459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;505;0;0;0;12513;8;1;0;0;0;0;0;0;144;"NSLOCTEXT("""", ""ItemTable_52544_FirstModifier"", ""Mid Grade"")";"NSLOCTEXT("""", ""ItemTable_52544_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52544_ThirdModifier"", ""Light"")";"NSLOCTEXT("""", ""ItemTable_52544_FourthModifier"", ""Bonus Encumbrance"")";0;0;0;65;0;"None";-1;-1;0;0;FALSE;"None";"None"
"52545";"NSLOCTEXT("""", ""ItemTable_52545_Name"", ""Relic Hunter Boots"")";"NSLOCTEXT("""", ""ItemTable_52545_ShortDesc"", ""A set of boots design for exploring ruins"")";"NSLOCTEXT("""", ""ItemTable_52545_LongDesc"", ""<span style=\""italic\"">He was a far traveler and had looted the treasures of many kingdoms. But now he hesitated and shuddered before the highest adventure and the mightiest treasure of all.</> - Black Colossus\n\nWhen the Relic Hunters first arrived in the Exiled Lands, they were given sandals and flat-soled shoes. It is not known how many Relic Hunters died with their toes wedged into a gap between flagstones while an ancient horror bore down upon their prone body.\n\nSince those early days, the Relic Hunters have moved to a style of boot favoured in Shem - curled toes to avoid catching on cracks when sprinting, supple leather to allow maximum freedom of movement and high cuffs to tuck into pants and prevent the accumulation of sand.\n\nThey aren\'t particularly good against sharp weapons, however."")";"/Game/UI/Textures/Icons/icon_relic_hunter_boots.icon_relic_hunter_boots";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;7;"Armor";6;10;0;"None";"None";0;FALSE;0;0;0;0;0;0;1.5800000429153442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;335;0;0;0;12513;5;1;0;0;0;0;0;0;144;"NSLOCTEXT("""", ""ItemTable_52545_FirstModifier"", ""Mid Grade"")";"NSLOCTEXT("""", ""ItemTable_52545_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52545_ThirdModifier"", ""Light"")";"NSLOCTEXT("""", ""ItemTable_52545_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0;0;FALSE;"None";"None"
"52546";"NSLOCTEXT("""", ""ItemTable_52546_Name"", ""Exceptional Hyena Skull Helmet"")";"NSLOCTEXT("""", ""ItemTable_52546_ShortDesc"", ""A helmet crafted from the skull of Hyena"")";"NSLOCTEXT("""", ""ItemTable_52546_LongDesc"", ""The Dogs of the Desert are a mysterious clan who inhabit the northern reaches of the desert. Their obsession with capturing and taming Hyenas and their fanatical worship of the god known as Jhebbal Sag keeps them aloof from the other factions in the region.\nThe fact that they wear uncured furs and unclean bones probably doesn\'t help.\nSome might question wearing fur in the warmth of the desert, but nights can be brutally cold and the slopes of the mountain are not that far to the north."")";"/Game/UI/Textures/Icons/icon_dogs_helmet.icon_dogs_helmet";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;3;"Armor";44;75;37;"None";"None";0;FALSE;0;0;0;0;0;0;10.470000267028809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;585;0;0;0;11058;4;1;10021;7;1;0;0;0;160;"NSLOCTEXT("""", ""ItemTable_52546_FirstModifier"", ""Mid Grade Exceptional"")";"NSLOCTEXT("""", ""ItemTable_52546_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52546_ThirdModifier"", ""Medium"")";"NSLOCTEXT("""", ""ItemTable_52546_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0.05000000074505806;0.20000000298023224;FALSE;"None";"None"
"52547";"NSLOCTEXT("""", ""ItemTable_52547_Name"", ""Exceptional Hyena-fur Chestpiece"")";"NSLOCTEXT("""", ""ItemTable_52547_ShortDesc"", ""A chestpiece crafted from the fur of Hyenas"")";"NSLOCTEXT("""", ""ItemTable_52547_LongDesc"", ""The Dogs of the Desert are a mysterious clan who inhabit the northern reaches of the desert. Their obsession with capturing and taming Hyenas and their fanatical worship of the god known as Jhebbal Sag keeps them aloof from the other factions in the region.\nThe fact that they wear uncured furs and unclean bones probably doesn\'t help.\nSome might question wearing fur in the warmth of the desert, but nights can be brutally cold and the slopes of the mountain are not that far to the north."")";"/Game/UI/Textures/Icons/icon_dogs_top.icon_dogs_top";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;4;"Armor";77;75;37;"None";"None";0;FALSE;0;0;0;0;0;0;18.329999923706055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;875;0;0;0;11058;6;1;10021;11;1;0;0;0;260;"NSLOCTEXT("""", ""ItemTable_52547_FirstModifier"", ""Mid Grade Exceptional"")";"NSLOCTEXT("""", ""ItemTable_52547_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52547_ThirdModifier"", ""Medium"")";"NSLOCTEXT("""", ""ItemTable_52547_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0.08749999850988388;0.3499999940395355;FALSE;"None";"None"
"52548";"NSLOCTEXT("""", ""ItemTable_52548_Name"", ""Exceptional Hyena-fur Gloves"")";"NSLOCTEXT("""", ""ItemTable_52548_ShortDesc"", ""A pair of gloves crafted from the fur of Hyenas"")";"NSLOCTEXT("""", ""ItemTable_52548_LongDesc"", ""The Dogs of the Desert are a mysterious clan who inhabit the northern reaches of the desert. Their obsession with capturing and taming Hyenas and their fanatical worship of the god known as Jhebbal Sag keeps them aloof from the other factions in the region.\nThe fact that they wear uncured furs and unclean bones probably doesn\'t help.\nSome might question wearing fur in the warmth of the desert, but nights can be brutally cold and the slopes of the mountain are not that far to the north."")";"/Game/UI/Textures/Icons/icon_dogs_gloves.icon_dogs_gloves";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;5;"Armor";22;75;37;"None";"None";0;FALSE;0;0;0;0;0;0;5.239999771118164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;585;0;0;0;11058;4;1;10021;7;1;0;0;0;168;"NSLOCTEXT("""", ""ItemTable_52548_FirstModifier"", ""Mid Grade Exceptional"")";"NSLOCTEXT("""", ""ItemTable_52548_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52548_ThirdModifier"", ""Medium"")";"NSLOCTEXT("""", ""ItemTable_52548_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0.02500000037252903;0.10000000149011612;FALSE;"None";"None"
"52549";"NSLOCTEXT("""", ""ItemTable_52549_Name"", ""Exceptional Hyena-fur Wrap"")";"NSLOCTEXT("""", ""ItemTable_52549_ShortDesc"", ""A wrap crafted from the fur of Hyenas"")";"NSLOCTEXT("""", ""ItemTable_52549_LongDesc"", ""The Dogs of the Desert are a mysterious clan who inhabit the northern reaches of the desert. Their obsession with capturing and taming Hyenas and their fanatical worship of the god known as Jhebbal Sag keeps them aloof from the other factions in the region.\nThe fact that they wear uncured furs and unclean bones probably doesn\'t help.\nSome might question wearing fur in the warmth of the desert, but nights can be brutally cold and the slopes of the mountain are not that far to the north."")";"/Game/UI/Textures/Icons/icon_dogs_bottom.icon_dogs_bottom";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;6;"Armor";55;75;37;"None";"None";0;FALSE;0;0;0;0;0;0;13.09000015258789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;875;0;0;0;11058;5;1;10021;10;1;0;0;0;226;"NSLOCTEXT("""", ""ItemTable_52549_FirstModifier"", ""Mid Grade Exceptional"")";"NSLOCTEXT("""", ""ItemTable_52549_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52549_ThirdModifier"", ""Medium"")";"NSLOCTEXT("""", ""ItemTable_52549_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0.0625;0.25;FALSE;"None";"None"
"52550";"NSLOCTEXT("""", ""ItemTable_52550_Name"", ""Exceptional Hyena-fur Boots"")";"NSLOCTEXT("""", ""ItemTable_52550_ShortDesc"", ""Boots crafted from the fur of Hyenas"")";"NSLOCTEXT("""", ""ItemTable_52550_LongDesc"", ""The Dogs of the Desert are a mysterious clan who inhabit the northern reaches of the desert. Their obsession with capturing and taming Hyenas and their fanatical worship of the god known as Jhebbal Sag keeps them aloof from the other factions in the region.\nThe fact that they wear uncured furs and unclean bones probably doesn\'t help.\nSome might question wearing fur in the warmth of the desert, but nights can be brutally cold and the slopes of the mountain are not that far to the north."")";"/Game/UI/Textures/Icons/icon_dogs_boots.icon_dogs_boots";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;7;"Armor";22;75;37;"None";"None";0;FALSE;0;0;0;0;0;0;5.239999771118164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;585;0;0;0;11058;4;1;10021;7;1;0;0;0;168;"NSLOCTEXT("""", ""ItemTable_52550_FirstModifier"", ""Mid Grade Exceptional"")";"NSLOCTEXT("""", ""ItemTable_52550_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52550_ThirdModifier"", ""Medium"")";"NSLOCTEXT("""", ""ItemTable_52550_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0.02500000037252903;0.10000000149011612;FALSE;"None";"None"
"52551";"NSLOCTEXT("""", ""ItemTable_52551_Name"", ""Hyena Skull Helmet"")";"NSLOCTEXT("""", ""ItemTable_52551_ShortDesc"", ""A helmet crafted from the skull of Hyena"")";"NSLOCTEXT("""", ""ItemTable_52551_LongDesc"", ""The Dogs of the Desert are a mysterious clan who inhabit the northern reaches of the desert. Their obsession with capturing and taming Hyenas and their fanatical worship of the god known as Jhebbal Sag keeps them aloof from the other factions in the region.\nThe fact that they wear uncured furs and unclean bones probably doesn\'t help.\nSome might question wearing fur in the warmth of the desert, but nights can be brutally cold and the slopes of the mountain are not that far to the north."")";"/Game/UI/Textures/Icons/icon_dogs_helmet.icon_dogs_helmet";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;3;"Armor";38;75;37;"None";"None";0;FALSE;0;0;0;0;0;0;11.029999732971191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;520;0;0;0;11058;2;1;10021;5;1;0;0;0;120;"NSLOCTEXT("""", ""ItemTable_52551_FirstModifier"", ""Mid Grade"")";"NSLOCTEXT("""", ""ItemTable_52551_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52551_ThirdModifier"", ""Medium"")";"NSLOCTEXT("""", ""ItemTable_52551_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0.05000000074505806;0.20000000298023224;FALSE;"None";"None"
"52552";"NSLOCTEXT("""", ""ItemTable_52552_Name"", ""Hyena-fur Chestpiece"")";"NSLOCTEXT("""", ""ItemTable_52552_ShortDesc"", ""A chestpiece crafted from the fur of Hyenas"")";"NSLOCTEXT("""", ""ItemTable_52552_LongDesc"", ""The Dogs of the Desert are a mysterious clan who inhabit the northern reaches of the desert. Their obsession with capturing and taming Hyenas and their fanatical worship of the god known as Jhebbal Sag keeps them aloof from the other factions in the region.\nThe fact that they wear uncured furs and unclean bones probably doesn\'t help.\nSome might question wearing fur in the warmth of the desert, but nights can be brutally cold and the slopes of the mountain are not that far to the north."")";"/Game/UI/Textures/Icons/icon_dogs_top.icon_dogs_top";"/Game/Items/BPGameItemArmor.BPGameItemArmor_C";"None";"/Game/Items/GatheringResources/Rock1.Rock1_C";"None";1;4;"Armor";67;75;37;"None";"None";0;FALSE;0;0;0;0;0;0;19.290000915527344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;"Default";0;0;0;0;0;0;0;0;"None";"None";"None";0;0;0;0;0;780;0;0;0;11058;4;1;10021;10;1;0;0;0;236;"NSLOCTEXT("""", ""ItemTable_52552_FirstModifier"", ""Mid Grade"")";"NSLOCTEXT("""", ""ItemTable_52552_SecondModifier"", ""Armor"")";"NSLOCTEXT("""", ""ItemTable_52552_ThirdModifier"", ""Medium"")";"NSLOCTEXT("""", ""ItemTable_52552_FourthModifier"", ""Bonus Survival"")";0;0;0;65;0;"None";-1;-1;0.08749999850988388;0.3499999940395355;FALSE;"None";"None"
