/RowName;/Name;/ShortDesc;/LongDesc;/Icon;/ItemClass;/BuildingClass;/VisualObject;/ActionBlueprint_Use;/MaxStackSize;/EquipLocation;/GUICategory;/ArmourValue;/ArmorType;/SoundPhysicalSurface;/WeaponType;/WeaponArcheType;/SoundTransmitterType;/KnockbackResponseWeapon;/WeaponStaminaAttackSingleBasic;/WeaponStaminaAttackSingleSpecial;/WeaponStaminaAttackDualBasic;/WeaponStaminaAttackDualSpecial;/WeaponStaminaHeavyChargedRegenModifier;/WeaponSpeedHeavyChargedModifier;/EncumbranceWeight;/ConeAngle;/ConeMaxDistance;/DamageHealthLight_OnHit;/DamageHealthHeavy_OnHit;/DamageStaminaLight_OnHit;/DamageStaminaHeavy_OnHit;/DamageHealthLight_OnBlock;/DamageHealthHeavy_OnBlock;/DamageStaminaLight_OnBlock;/DamageStaminaHeavy_OnBlock;/HarvestDamage;/WeaponUsage;/MaxAttackReach;/MinAttackReach;/MinAttackDistance;/WeaponEffectWidth;/WeaponEffectHeight;/ItemTier;/ArmorPen;/DamageConcussiveLightOnHit;/DamageConcussiveHeavyOnHit;/DamageConcussiveLightOnBlock;/DamageConcussiveHeavyOnBlock;/DamageTier;/CoolDownTime;/ReuseTime;/SelectionWeight;/KnockbackOffenseBasic;/KnockbackOffenseSpecial;/KnockbackOffenseBasicOnBlock;/KnockbackOffenseSpecialOnBlock;/KnockbackDefense;/VisualStaticMesh;/VisualSkeletalMesh;/VisualDestructibleMesh;/WeaponStatusDefault;/WeaponStatusCurrent;/WeaponStatusDecrement;/PerishRate;/PerishTo;/MaxDurability;/RepairItem1;/RepairItem1_Amount;/RepairItem1_Weight;/RepairItem2;/RepairItem2_Amount;/RepairItem2_Weight;/RepairItem3;/RepairItem3_Amount;/RepairItem3_Weight;/AffectedByDamageTiers;/BuildingPieceScore;/BuildingMaxHealth;/RepairXP;/FirstModifier;/SecondModifier;/ThirdModifier;/FourthModifier;/FoodAmount;/DrinkAmount;/BurnTime;/ItemFlags;/ItemContainerSize;/AvatarType;/DyeColourID;/WarPaintID;/StaminaCostMultiplier;/StaminaClimbingCostMultiplier;/LeavesGhostItem;/DLCPackage;/SpawnTemplateID;/CompatableAmmunitions/0
"20011";"NSLOCTEXT("""", ""ItemTable_20011_Name"", ""XX_Rocknose, King"")";"NSLOCTEXT("""", ""ItemTable_20011_ShortDesc"", ""XX_Rocknose, King"")";"NSLOCTEXT("""", ""ItemTable_20011_LongDesc"", ""XX_Rocknose, King"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Primates/NPC_Weapon_Rocknose_King.NPC_Weapon_Rocknose_King_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;107;107;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.09000000357627869;0;0;0;0;"Steel";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20012";"NSLOCTEXT("""", ""ItemTable_20012_Name"", ""XX_Rhino, White"")";"NSLOCTEXT("""", ""ItemTable_20012_ShortDesc"", ""XX_Rhino, White"")";"NSLOCTEXT("""", ""ItemTable_20012_LongDesc"", ""XX_Rhino, White"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Rhino/NPC_Weapon_Rhino_White.NPC_Weapon_Rhino_White_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;48;48;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.07500000298023224;0;0;0;0;"Iron";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20013";"NSLOCTEXT("""", ""ItemTable_20013_Name"", ""XX_Rhino, Black"")";"NSLOCTEXT("""", ""ItemTable_20013_ShortDesc"", ""XX_Rhino, Black"")";"NSLOCTEXT("""", ""ItemTable_20013_LongDesc"", ""XX_Rhino, Black"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Rhino/NPC_Weapon_Rhino_Black.NPC_Weapon_Rhino_Black_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;48;48;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.07500000298023224;0;0;0;0;"Steel";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20014";"NSLOCTEXT("""", ""ItemTable_20014_Name"", ""XX_Rhino, King"")";"NSLOCTEXT("""", ""ItemTable_20014_ShortDesc"", ""XX_Rhino, King"")";"NSLOCTEXT("""", ""ItemTable_20014_LongDesc"", ""XX_Rhino, King"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Rhino/NPC_Weapon_Rhino_King.NPC_Weapon_Rhino_King_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;154;154;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.16500000655651093;0;0;0;0;"Steel";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20015";"NSLOCTEXT("""", ""ItemTable_20015_Name"", ""XX_Scorpion, Medium"")";"NSLOCTEXT("""", ""ItemTable_20015_ShortDesc"", ""XX_Scorpion, Medium"")";"NSLOCTEXT("""", ""ItemTable_20015_LongDesc"", ""XX_Scorpion, Medium"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/GiantScorpion/NPC_Weapon_Medium_Scorpion.NPC_Weapon_Medium_Scorpion_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;37;37;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Stone";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20016";"NSLOCTEXT("""", ""ItemTable_20016_Name"", ""XX_Scorpion, Large"")";"NSLOCTEXT("""", ""ItemTable_20016_ShortDesc"", ""XX_Scorpion, Large"")";"NSLOCTEXT("""", ""ItemTable_20016_LongDesc"", ""XX_Scorpion, Large"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/GiantScorpion/NPC_Weapon_Large_Scorpion.NPC_Weapon_Large_Scorpion_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Stone";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20017";"NSLOCTEXT("""", ""ItemTable_20017_Name"", ""XX_Scorpion, King"")";"NSLOCTEXT("""", ""ItemTable_20017_ShortDesc"", ""XX_Scorpion, King"")";"NSLOCTEXT("""", ""ItemTable_20017_LongDesc"", ""XX_Scorpion, King"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/GiantScorpion/NPC_Weapon_King_Scorpion.NPC_Weapon_King_Scorpion_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;128;128;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.30000001192092896;0;0;0;0;"Iron";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20018";"NSLOCTEXT("""", ""ItemTable_20018_Name"", ""XX_Kappa, King"")";"NSLOCTEXT("""", ""ItemTable_20018_ShortDesc"", ""XX_Kappa, King"")";"NSLOCTEXT("""", ""ItemTable_20018_LongDesc"", ""XX_Kappa, King"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Primates/NPC_Weapon_Kappa_King.NPC_Weapon_Kappa_King_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;102;102;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.05999999865889549;0;0;0;0;"Steel";0;0;0;9;9;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20019";"NSLOCTEXT("""", ""ItemTable_20019_Name"", ""XX_Spider, Green"")";"NSLOCTEXT("""", ""ItemTable_20019_ShortDesc"", ""XX_Spider, Green"")";"NSLOCTEXT("""", ""ItemTable_20019_LongDesc"", ""XX_Spider, Green"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Spider/NPC_Weapon_Spider_Green.NPC_Weapon_Spider_Green_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;29;29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.07500000298023224;0;0;0;0;"Default";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20020";"NSLOCTEXT("""", ""ItemTable_20020_Name"", ""XX_Spider, Brown"")";"NSLOCTEXT("""", ""ItemTable_20020_ShortDesc"", ""XX_Spider, Brown"")";"NSLOCTEXT("""", ""ItemTable_20020_LongDesc"", ""XX_Spider, Brown"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Spider/NPC_Weapon_Spider_Brown.NPC_Weapon_Spider_Brown_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.07500000298023224;0;0;0;0;"Default";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20021";"NSLOCTEXT("""", ""ItemTable_20021_Name"", ""XX_Spider, Widow"")";"NSLOCTEXT("""", ""ItemTable_20021_ShortDesc"", ""XX_Spider, Widow"")";"NSLOCTEXT("""", ""ItemTable_20021_LongDesc"", ""XX_Spider, Widow"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Spider/NPC_Weapon_Spider_Widow.NPC_Weapon_Spider_Widow_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;36;36;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.07500000298023224;0;0;0;0;"Stone";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20022";"NSLOCTEXT("""", ""ItemTable_20022_Name"", ""XX_Skeleton, Serpent Man"")";"NSLOCTEXT("""", ""ItemTable_20022_ShortDesc"", ""XX_Skeleton, Serpent Man"")";"NSLOCTEXT("""", ""ItemTable_20022_LongDesc"", ""XX_Skeleton, Serpent Man"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Serpent_people_skeleton/NPC_Weapon_LizardManSkeleton.NPC_Weapon_LizardManSkeleton_C";"None";1;1;"Armor";0;0;0;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;64;64;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"Iron";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20023";"NSLOCTEXT("""", ""ItemTable_20023_Name"", ""XX_Locust, Yellow"")";"NSLOCTEXT("""", ""ItemTable_20023_ShortDesc"", ""XX_Locust, Yellow"")";"NSLOCTEXT("""", ""ItemTable_20023_LongDesc"", ""XX_Locust, Yellow"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Locust_Monster/NPC_Weapon_Locust_Yellow.NPC_Weapon_Locust_Yellow_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;113;113;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Iron";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20024";"NSLOCTEXT("""", ""ItemTable_20024_Name"", ""XX_Rabbit"")";"NSLOCTEXT("""", ""ItemTable_20024_ShortDesc"", ""XX_Rabbit"")";"NSLOCTEXT("""", ""ItemTable_20024_LongDesc"", ""XX_Rabbit"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Cats/NPC_Weapon_Tiger.NPC_Weapon_Tiger_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"Default";0;0;0;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
